state_code,state,lga_name,serviceProviders,CondomDistribution,FamilyLifeAndHivAidsEducationFlheSexualityEducation,GenderAndHumanRightsGhr,HarmReductionMedicationAssistedTreatmentMat,HarmReductionNeedleAndSyringeExchange,HivSelfTestingHivst,HivTestingServicesHts,MentalHealthServices,Pre.ExposureProphylaxisPrep,SocialAndBehaviourChangeCommunicationSbcc,StiScreeningAndTreatment,TechnicalAssistanceTa,agywInSchool,agywOutOfSchool,abymInSchool,abymOutOfSchool,childrenLivingWithHIV,generalPopulation,hivExposedInfants,idp,kpFsw,kpMsm,kpPeopleInEnclosedSettings,kpPwid,kpTransgender,ovc,parents,peopleLivingWithDisabilities,plhiv,serodiscordantCouples,teachers,faithLeaders,fishermen,pastoralists,transportWorkers,community,school,facility,PreExposureProphylaxisPrep
OG,Ogun,Ijebu East,3,3,3,3,2,3,1,3,3,0,3,3,3,3,3,3,3,3,3,2,2,2,3,1,1,1,3,3,2,3,1,1,0,0,0,0,3,1,2,2
OG,Ogun,Ijebu North,4,4,4,4,1,4,2,4,4,0,4,4,4,4,4,3,3,3,4,2,1,2,3,1,2,1,4,2,1,3,1,0,0,0,0,0,4,2,2,3
OG,Ogun,Ijebu North East,3,3,3,3,2,3,1,3,3,0,3,3,3,3,3,3,3,3,3,2,2,2,3,1,1,1,3,3,2,3,1,1,0,0,0,0,3,1,2,2
OG,Ogun,Ijebu Ode,3,3,3,3,1,3,2,3,3,0,3,3,3,3,3,3,3,2,3,1,1,1,2,1,1,1,3,2,1,3,1,0,0,0,0,0,3,1,2,2
OG,Ogun,Ikenne,5,5,5,5,3,5,3,5,5,0,5,5,5,4,4,4,4,4,5,3,2,3,3,2,2,2,5,3,3,4,2,2,1,0,1,1,5,3,4,4
OG,Ogun,Imeko Afon,3,2,3,3,2,3,3,3,3,0,3,3,3,2,2,1,2,2,3,2,2,2,1,1,1,1,3,3,2,3,3,2,0,0,0,0,3,0,2,2
OG,Ogun,Ipokia,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,0,0,0,0,2,0,2,2
OG,Ogun,Obafemi Owode,5,4,5,5,1,5,3,5,5,0,5,5,5,3,4,2,2,3,5,2,1,3,2,1,3,2,4,4,1,2,2,2,0,0,0,0,5,2,1,2
OG,Ogun,Odeda,3,3,3,3,1,3,2,3,3,0,3,3,3,2,3,2,2,2,3,1,1,2,1,1,2,2,2,3,1,1,1,1,0,0,0,0,3,1,1,1
OG,Ogun,Odogbolu,3,3,3,3,2,3,1,3,3,0,3,3,3,3,3,3,3,3,3,2,2,2,3,1,1,1,3,3,2,3,1,1,0,0,0,0,3,1,2,2
OG,Ogun,Ogun Waterside,3,3,3,3,2,3,1,3,3,0,3,3,3,3,3,2,2,3,3,3,2,3,3,1,2,1,3,2,2,2,1,1,0,0,0,0,3,2,2,3
OG,Ogun,Remo North,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1
OG,Ogun,Shagamu,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1
ON,Ondo,Akoko North East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ON,Ondo,Akoko North West,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ON,Ondo,Akoko South West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ON,Ondo,Akoko South East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ON,Ondo,Akure North,34,31,34,34,18,34,30,34,34,0,23,34,34,7,9,8,9,8,13,7,3,12,13,7,20,11,12,13,8,10,8,10,9,4,7,8,32,8,13,28
ON,Ondo,Akure South,48,45,48,48,29,48,43,48,48,0,36,48,48,12,14,12,13,13,20,9,4,16,15,14,23,13,16,17,11,16,9,13,13,6,7,10,46,13,20,37
ON,Ondo,Ese Odo,12,10,12,12,8,12,10,12,12,0,8,12,12,3,4,4,4,5,8,4,2,9,7,4,6,5,6,6,3,6,4,2,3,3,3,2,10,2,7,10
ON,Ondo,Idanre,34,32,34,34,19,34,31,34,34,0,23,34,34,8,10,9,10,8,13,7,4,14,15,7,20,12,11,13,7,12,7,9,8,4,5,6,32,9,15,29
ON,Ondo,Ifedore,30,28,30,30,16,30,27,30,30,0,20,30,30,5,6,6,6,7,9,4,3,11,13,5,19,11,10,9,6,8,5,5,5,3,4,4,28,6,11,25
ON,Ondo,Ilaje,31,28,31,31,18,31,29,31,31,0,21,31,31,7,8,8,8,6,11,7,3,12,13,5,19,11,8,11,5,10,6,7,6,4,4,5,29,7,11,28
ON,Ondo,Ile Oluji/Okeigbo,29,27,29,29,16,29,27,29,29,0,19,29,29,4,5,5,5,6,8,4,3,12,13,5,18,11,8,8,4,7,5,4,4,3,4,3,27,4,10,26
ON,Ondo,Irele,28,26,28,28,15,28,27,28,28,9,17,28,28,2,3,3,3,5,6,4,2,11,12,4,17,10,7,6,3,6,4,4,2,2,3,2,26,3,8,26
ON,Ondo,Odigbo,31,29,31,31,17,31,28,31,31,0,19,31,31,4,5,5,5,6,8,4,2,11,12,4,19,10,8,8,4,6,4,5,4,4,3,3,29,3,9,28
ON,Ondo,Okitipupa,35,33,35,35,23,35,34,35,35,0,24,35,35,3,4,4,4,5,7,5,2,11,12,10,18,10,7,7,3,7,4,5,3,2,3,2,33,4,10,30
ON,Ondo,Ondo East,29,27,29,29,16,29,28,29,29,0,18,29,29,3,4,4,4,6,7,4,3,11,13,5,19,11,8,7,4,7,5,5,3,2,4,3,27,4,9,26
ON,Ondo,Ondo West,41,39,41,41,26,41,38,41,41,0,29,41,41,8,9,9,9,10,13,7,4,15,14,13,20,12,12,12,7,11,6,10,8,4,4,7,39,8,15,32
ON,Ondo,Ose,29,27,29,29,17,29,27,29,29,0,18,29,29,2,3,3,3,5,7,4,2,10,12,4,18,10,7,7,3,6,4,5,3,2,3,3,27,4,9,27
ON,Ondo,Owo,41,39,41,41,28,41,39,41,41,6,30,41,41,6,8,7,7,8,12,7,4,14,15,12,21,12,10,11,5,10,6,9,6,3,4,7,39,8,15,35
OS,Osun,Atakunmosa East,2,2,2,2,1,2,2,2,2,0,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,2,0,1,2
OS,Osun,Atakunmosa West,3,3,3,3,1,3,3,3,3,0,2,3,3,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,0,0,0,1,3,0,2,3
OS,Osun,Ayedade,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OS,Osun,Ayedire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OS,Osun,Boluwaduro,2,2,2,2,1,2,2,2,2,0,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,2,0,1,2
OS,Osun,Boripe,2,2,2,2,0,2,2,2,2,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,2,0,2,2
OS,Osun,Ede North,6,6,6,6,3,6,6,6,6,0,5,6,6,2,2,2,2,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,0,0,0,1,6,1,3,6
OS,Osun,Ede South,3,3,3,3,1,3,3,3,3,0,2,3,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,3,0,2,3
OS,Osun,Ife Central,5,5,5,5,2,5,5,5,5,0,4,5,5,2,2,2,2,2,2,2,1,3,3,1,2,1,2,2,2,2,2,1,0,0,0,1,5,0,4,5
OS,Osun,Ife East,3,3,3,3,1,3,3,3,3,0,2,3,3,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,0,0,0,1,3,0,2,3
OS,Osun,Ife North,5,5,5,5,2,5,5,5,5,0,4,5,5,1,1,1,1,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,0,0,0,1,5,0,3,5
OS,Osun,Ife South,2,2,2,2,0,2,2,2,2,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,2,0,2,2
OS,Osun,Egbedore,3,3,3,3,1,3,3,3,3,0,2,3,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,3,0,2,3
OS,Osun,Ejigbo,3,3,3,3,2,3,3,3,3,0,2,3,3,2,2,2,2,2,3,2,1,2,1,1,1,1,2,2,2,2,2,1,0,0,0,1,3,0,2,3
OS,Osun,Ifedayo,2,2,2,2,1,2,2,2,2,0,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,2,0,1,2
OS,Osun,Ifelodun,2,2,2,2,0,2,2,2,2,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,2,0,2,2
OS,Osun,Ila,3,3,3,3,1,3,3,3,3,0,2,3,3,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,0,0,0,1,3,0,2,3
OS,Osun,Ilesha East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OS,Osun,Ilesha West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OS,Osun,Irepodun,2,2,2,2,0,2,2,2,2,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,2,0,2,2
OS,Osun,Irewole,4,4,4,4,1,4,4,4,4,5,3,4,4,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,0,0,0,1,4,0,3,4
OS,Osun,Isokan,2,2,2,2,0,2,2,2,2,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,2,0,2,2
OS,Osun,Iwo,5,5,5,5,2,5,5,5,5,0,4,5,5,2,2,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,0,0,0,1,5,1,3,5
OS,Osun,Obokun,2,2,2,2,0,2,2,2,2,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,2,0,2,2
OS,Osun,Odo Otin,2,2,2,2,0,2,2,2,2,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,2,0,2,2
OS,Osun,Ola Oluwa,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
OS,Osun,Olorunda,3,3,3,3,1,3,3,3,3,0,2,3,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,3,0,2,3
OS,Osun,Oriade,2,2,2,2,0,2,2,2,2,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,2,0,2,2
OS,Osun,Orolu,2,2,2,2,0,2,2,2,2,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,2,0,2,2
OS,Osun,Osogbo,8,8,8,8,5,8,8,8,8,0,7,8,8,3,3,3,3,2,4,3,1,3,3,1,2,1,2,2,2,3,2,1,0,0,0,1,8,2,5,8
OY,Oyo,Afijio,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Akinyele,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Atiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Atisbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Egbeda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Ibadan North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Ibadan North East,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Ibadan North West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Ibadan South East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Ibadan South West,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Ibarapa Central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Ibarapa East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Ibarapa North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Ido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Irepo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Iseyin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Itesiwaju,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Iwajowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Kajola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Lagelu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Ogbomosho North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Ogbomosho South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Ogo Oluwa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Olorunsogo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Oluyole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Ona Ara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Orelope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Ori Ire,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Oyo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Oyo East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Oyo West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Saki East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Saki West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OY,Oyo,Surulere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,Plateau,Bokkos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,Plateau,Barkin Ladi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,Plateau,Bassa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,Plateau,Jos East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,Plateau,Jos North,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,Plateau,Jos South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,Plateau,Kanam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,Plateau,Kanke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,Plateau,Langtang South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,Plateau,Langtang North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,Plateau,Mangu,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,Plateau,Mikang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,Plateau,Pankshin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,Plateau,Qua'an Pan,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,Plateau,Riyom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,Plateau,Shendam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,Plateau,Wase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Abua/Odual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Ahoada East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Ahoada West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Akuku Toru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Andoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Asari-Toru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Bonny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Degema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Eleme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Emuoha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Etche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Gokana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Ikwerre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Khana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Obio/Akpor,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Ogba/Egbema/Ndoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Ogu Bolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Okrika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Omumma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Opobo/Nkoro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Oyigbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Port-Harcourt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Rivers,Tai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,Sokoto,Binji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,Sokoto,Bodinga,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,Sokoto,Dange Shuni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,Sokoto,Gada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,Sokoto,Goronyo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,Sokoto,Gudu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,Sokoto,Gwadabawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,Sokoto,Illela,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,Sokoto,Isa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
